縣市別,場址名稱,場址坐標,場址地址,場址地號,場址種類,場址面積(平方公尺),公告為控制場址日期,公告為控制場址公文,公告解除控制場址日期,公告解除控制場址公文,公告為整治場址日期,公告為整治場址公文,公告解除整治場址日期,公告解除整治場址公文,公告劃定地下水受污染限制使用地區及限制事項日期,公告劃定地下水受污染限制使用地區及限制事項公文,公告解除劃定地下水受污染限制使用地區及限制事項日期,公告解除劃定地下水受污染限制使用地區及限制事項公文,場址列管狀態,土壤/地下水污染物,污染情形,場址現況概述,重要注意事項,改善整治進度
彰化縣,彰化縣和美鎮大霞段2508-0000地號,X：198909，Y：2663872,無,彰化縣和美鎮大霞段2508地號,農地,900,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2296-0000地號,X：198312，Y：2664258,無,彰化縣和美鎮大霞段2296地號,農地,94,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2264-0000地號,X：198421，Y：2664515,無,彰化縣和美鎮大霞段2264地號,農地,1527,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2267-0000地號,X：198444，Y：2664574,無,彰化縣和美鎮大霞段2267地號,農地,2119,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅;銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2279-0000地號,X：198431，Y：2664572,無,彰化縣和美鎮大霞段2279地號,農地,1220,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2278-0000地號,X：198438，Y：2664582,無,彰化縣和美鎮大霞段2278地號,農地,1219,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2269-0000地號,X：198460，Y：2664614,無,彰化縣和美鎮大霞段2269地號,農地,2289,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2274-0000地號,X：198469，Y：2664663,無,彰化縣和美鎮大霞段2274地號,農地,2943,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2275-0000地號,X：198459，Y：2664637,無,彰化縣和美鎮大霞段2275地號,農地,2955,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2226-0000地號,X：198669，Y：2664585,無,彰化縣和美鎮大霞段2226地號,農地,466,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2226-0001地號,X：198701，Y：2664577,無,彰化縣和美鎮大霞段2226-0001地號,農地,466,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2226-0002(部分)地號,X：198648，Y：2664576,無,彰化縣和美鎮大霞段2226-0002(部分)地號,農地,1094,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2224-0000地號,X：198618，Y：2664519,無,彰化縣和美鎮大霞段2224地號,農地,3031,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2232-0000地號,X：198614，Y：2664531,無,彰化縣和美鎮大霞段2232地號,農地,2659,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅;鉻;銅;鎳/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2233-0000地號,X：198606，Y：2664509,無,彰化縣和美鎮大霞段2233地號,農地,210,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2234-0000地號,X：198604，Y：2664503,無,彰化縣和美鎮大霞段2234地號,農地,1139,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2185-0000(部分)地號,X：198704，Y：2664235,無,彰化縣和美鎮大霞段2185地號,農地,2779,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2184-0000地號,X：198712，Y：2664258,無,彰化縣和美鎮大霞段2184地號,農地,2480,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅;銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2175-0000(部分)地號,X：198790，Y：2664462,無,彰化縣和美鎮大霞段2175地號,農地,3562,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2032-0000地號,X：198937，Y：2664344,無,彰化縣和美鎮大霞段2032地號,農地,1239,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2104-0000(部分)地號,X：198971，Y：2664220,無,彰化縣和美鎮大霞段2104地號,農地,2217,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2326-0000地號,X：198272，Y：2664720,無,彰化縣和美鎮大霞段2326地號,農地,2789,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2330-0000地號,X：198258，Y：2664706,無,彰化縣和美鎮大霞段2330地號,農地,2700,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2329-0000地號,X：198256，Y：2664723,無,彰化縣和美鎮大霞段2329地號,農地,1134,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2323-0000地號,X：198246，Y：2664650,無,彰化縣和美鎮大霞段2323地號,農地,2321,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2322-0000(部分)地號,X：198237，Y：2664628,無,彰化縣和美鎮大霞段2322地號,農地,1534,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2331-0000地號,X：198248，Y：2664681,無,彰化縣和美鎮大霞段2331地號,農地,2405,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2320-0000地號,X：198216，Y：2664569,無,彰化縣和美鎮大霞段2320地號,農地,2725,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段2319-0000地號,X：198204，Y：2664541,無,彰化縣和美鎮大霞段2319地號,農地,2775,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1768-0000地號,X：198955，Y：2664907,無,彰化縣和美鎮大霞段1768地號,農地,3631,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1817-0000地號,X：198956，Y：2664878,無,彰化縣和美鎮大霞段1817地號,農地,2117,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1765-0000地號,X：198943，Y：2664870,無,彰化縣和美鎮大霞段1765地號,農地,4420,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1747-0000(部分)地號,X：198850，Y：2664624,無,彰化縣和美鎮大霞段1747地號,農地,883,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1805-0000(部分)地號,X：199175，Y：2664770,無,彰化縣和美鎮大霞段1805地號,農地,1244,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1807-0000地號,X：199072，Y：2664793,無,彰化縣和美鎮大霞段1807地號,農地,1340,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0520-0000地號,X：199793，Y：2664582,無,彰化縣和美鎮大榮段520地號,農地,3000,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0519-0000地號,X：199766，Y：2664588,無,彰化縣和美鎮大榮段519地號,農地,1666,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0515-0000地號,X：199661，Y：2664612,無,彰化縣和美鎮大榮段515地號,農地,2074,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0511-0000地號,X：199594，Y：2664665,無,彰化縣和美鎮大榮段511地號,農地,1729,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0503-0000地號,X：199469，Y：2664660,無,彰化縣和美鎮大榮段503地號,農地,4158,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0495-0000地號,X：199412，Y：2664680,無,彰化縣和美鎮大榮段495地號,農地,1355,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0494地號,X：199397，Y：2664685,無,彰化縣和美鎮大榮段494地號,農地,1260,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0457-0000地號,X：199490，Y：2664760,無,彰化縣和美鎮大榮段457地號,農地,1218,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鎳;銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0362-0000(部分)地號,X：199706，Y：2664710,無,彰化縣和美鎮大榮段362地號,農地,1726,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0326-0001地號,X：199749，Y：2664700,無,彰化縣和美鎮大榮段326-1地號,農地,1538,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0325-0001地號,X：199783，Y：2664692,無,彰化縣和美鎮大榮段325-1地號,農地,2137,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0314-0000(部分)地號,X：199891，Y：2664709,無,彰化縣和美鎮大榮段314地號,農地,2498,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0270-0000(部分)地號,X：199969，Y：2664756,無,彰化縣和美鎮大榮段270地號,農地,1729,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0215-0000部分)地號,X：200170，Y：2664860,無,彰化縣和美鎮大榮段215地號,農地,910,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0138-0000(部分)地號,X：199882，Y：2664991,無,彰化縣和美鎮大榮段138地號,農地,1776,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0139-0000地號,X：199877，Y：2664992,無,彰化縣和美鎮大榮段139地號,農地,2000,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0207-0000地號,X：199924，Y：2664975,無,彰化縣和美鎮大榮段207地號,農地,4275,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0150-0000地號,X：199692，Y：2665035,無,彰化縣和美鎮大榮段150地號,農地,1286,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0143-0000地號,X：199798，Y：2665011,無,彰化縣和美鎮大榮段143地號,農地,1300,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0095-0000地號,X：199617，Y：2665163,無,彰化縣和美鎮大榮段○○九五地號,農地,880,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大榮段0096-0000地號,X：199617，Y：2665163,無,彰化縣和美鎮大榮段96地號,農地,1479,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段0673-0000(部分)地號,X：199333，Y：2665109,無,彰化縣和美鎮大霞段673地號,農地,2186,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段0655-0000地號,X：199337，Y：2665115,無,彰化縣和美鎮大霞段655地號,農地,2475,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段0656-0000地號,X：199311，Y：2665123,無,彰化縣和美鎮大霞段656地號,農地,2474,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段0910-0000地號,X：199235，Y：2665183,無,彰化縣和美鎮大霞段910地號,農地,2461,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段0912-0000地號,X：199168，Y：2665153,無,彰化縣和美鎮大霞段912地號,農地,266,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅;鉻;銅;鎳/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段0905-0000地號,X：199133，Y：2665152,無,彰化縣和美鎮大霞段905地號,農地,1689,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段0816-0000地號,X：199093，Y：2664957,無,彰化縣和美鎮大霞段816地號,農地,1694,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段0817-0000地號,X：199067，Y：2664963,無,彰化縣和美鎮大霞段817地號,農地,2042,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段0816-0001地號,X：199093，Y：2664957,無,彰化縣和美鎮大霞段816-1地號,農地,348,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1733-0000地號,X：198737，Y：2664664,無,彰化縣和美鎮大霞段1733地號,農地,1316,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1702-0000地號,X：198680，Y：2664704,無,彰化縣和美鎮大霞段1702地號,農地,3992,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1681-0000地號,X：198568，Y：2664901,無,彰化縣和美鎮大霞段1681地號,農地,2396,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1694-0000地號,X：198510，Y：2664746,無,彰化縣和美鎮大霞段1694地號,農地,2606,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1644-0000地號,X：198460，Y：2664773,無,彰化縣和美鎮大霞段1644地號,農地,3562,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,無,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1646-0000地號,X：198462，Y：2664803,無,彰化縣和美鎮大霞段1646地號,農地,192,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1695-0000地號,X：198501，Y：2664723,無,彰化縣和美鎮大霞段1695地號,農地,3700,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1613-0000地號,X：198449，Y：2665210,無,彰化縣和美鎮大霞段1613地號,農地,2607,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1612-0000地號,X：198440，Y：2665187,無,彰化縣和美鎮大霞段1612地號,農地,2607,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1611-0000地號,X：198432，Y：2665164,無,彰化縣和美鎮大霞段1611地號,農地,2984,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1610-0000地號,X：198419，Y：2665128,無,彰化縣和美鎮大霞段1610地號,農地,1421,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1594-0000地號,X：198315，Y：2664856,無,彰化縣和美鎮大霞段1594地號,農地,3019,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1636-0000地號,X：198306，Y：2664804,無,彰化縣和美鎮大霞段1636地號,農地,1969,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1635-0000地號,X：198308，Y：2664816,無,彰化縣和美鎮大霞段1635地號,農地,1055,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣和美鎮大霞段1585-0000地號,X：198096，Y：2664852,無,彰化縣和美鎮大霞段1585地號,農地,2947,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0315-0000地號,X：200541，Y：2664657,無,彰化縣彰化市線東段315地號,農地,4667.94,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0891-0000(部分)地號,X：201235，Y：2663836,無,彰化縣彰化市線東段891地號,農地,3177,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0847-0000(部分)地號,X：201258，Y：2663801,無,彰化縣彰化市線東段847地號,農地,2257,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0852-0000地號,X：201233，Y：2663973,無,彰化縣彰化市線東段852地號,農地,1057.71,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0137-0000地號,X：202029，Y：2664790,無,彰化縣彰化市線東段137地號,農地,323.5,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0136-0000地號,X：202003，Y：2664791,無,彰化縣彰化市線東段136地號,農地,451.08,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0134-0000(部分)地號,X：201988，Y：2664788,無,彰化縣彰化市線東段134地號,農地,173,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0173-0000(部分)地號,X：201979，Y：2664659,無,彰化縣彰化市線東段173地號,農地,2049,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0171-0000(部分)地號,X：201987，Y：2664647,無,彰化縣彰化市線東段171地號,農地,1718,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0187-0000(部分)地號,X：201977，Y：2664615,無,彰化縣彰化市線東段187地號,農地,1301,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市線東段0185-0000(部分)地號,X：201926，Y：2664530,無,彰化縣彰化市線東段185地號,農地,3920,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市西勢子段西勢子小段0146-0109(部分)地號,X：202215，Y：2664511,無,彰化縣彰化市西勢子段西勢子小段146-109地號,農地,157,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市西勢子段西勢子小段0146-0108(部分)地號,X：202215，Y：2664511,無,彰化縣彰化市西勢子段西勢子小段146-108地號,農地,338,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市西勢子段西勢子小段0146-0115(部分)地號,X：202215，Y：2664511,無,彰化縣彰化市西勢子段西勢子小段146-115地號,農地,1376,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市西勢子段西勢子小段0146-0107(部分)地號,X：202215，Y：2664511,無,彰化縣彰化市西勢子段西勢子小段146-107地號,農地,327,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳/無,無,閒置中,無,提出控制計畫中
彰化縣,彰化縣彰化市西勢子段西勢子小段0145-0003(部分)地號,X：202158，Y：2664506,無,彰化縣彰化市西勢子段西勢子小段145-3地號,農地,2568,2015/11/16,府授環水字第1040374040號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳/無,無,閒置中,無,提出控制計畫中
